iter	RMSE
412	254.0595305
413	253.959589
414	253.8690002
415	253.7977843
416	253.7027106
417	253.6120939
418	253.5145865
419	253.4537056
420	253.3719475
421	253.2588712
422	253.1706314
423	253.0502846
424	252.9630348
425	252.8802573
426	252.7946357
427	252.7301232
428	252.6531076
429	252.6031543
430	252.5200204
431	252.4232285
432	252.3081011
433	252.2185552
434	252.1679913
435	252.0670933
436	251.9629442
437	251.8960241
438	251.8138156
439	251.6981504
440	251.6193788
441	251.5278519
442	251.4491871
443	251.3702791
444	251.2854569
445	251.2261156
446	251.1613791
447	251.0769172
448	251.0021606
449	250.9141595
450	250.8548783
451	250.7755097
452	250.6923561
453	250.593125
454	250.4937386
455	250.4186852
456	250.3596809
457	250.278608
458	250.2037536
459	250.1241625
460	250.0272895
461	249.9272755
462	249.8470801
463	249.7779015
464	249.6985811
465	249.6617061
466	249.6071934
467	249.528963
468	249.4511297
469	249.3868814
470	249.3124622
471	249.2308823
472	249.1551886
473	249.0941955
474	249.0101949
475	248.9196954
476	248.8255609
477	248.7705156
478	248.7102563
479	248.6136453
480	248.553702
481	248.4682172
482	248.4029213
483	248.3476775
484	248.2862502
485	248.1954723
486	248.0868687
487	247.9698583
488	247.8855573
489	247.8120803
490	247.7455639
491	247.6787279
492	247.5938855
493	247.5449266
494	247.4819999
495	247.4164929
496	247.3480062
497	247.2838983
498	247.2320588
499	247.1778571
500	247.1251458
501	247.0635488
502	247.0229647
503	246.9598605
504	246.9027092
505	246.8380301
506	246.7591742
507	246.7030866
508	246.6332456
509	246.5797859
510	246.5215803
511	246.4516538
512	246.4095334
513	246.3267522
514	246.2823171
515	246.2291201
516	246.1800491
517	246.1264431
518	246.0523078
519	245.9451773
520	245.8794045
521	245.8000808
522	245.7268026
523	245.6644063
524	245.6041854
525	245.5200348
526	245.4607661
527	245.3604085
528	245.3014002
529	245.2436599
530	245.188823
531	245.1223152
532	245.0496539
533	244.9989884
534	244.9200649
535	244.8590072
536	244.8017742
537	244.7477822
538	244.693773
539	244.6216698
540	244.5503448
541	244.4799153
542	244.4184392
543	244.3405299
544	244.2633489
545	244.2452481
546	244.1710395
547	244.1099999
548	244.0812699
549	244.0293341
550	243.9770352
551	243.9200603
552	243.8606824
553	243.8076859
554	243.7409005
555	243.6792807
556	243.6234573
557	243.5797563
558	243.5309723
559	243.4843778
560	243.4435082
561	243.4177733
562	243.3654332
563	243.321884
564	243.2934621
565	243.2489534
566	243.2220336
567	243.1613247
568	243.1478664
569	243.1044035
570	243.0879127
571	243.0683393
572	243.0094435
573	242.9945169
574	242.9524465
575	242.8753706
576	242.8232828
577	242.7565878
578	242.6859273
579	242.6141735
580	242.5463615
581	242.5059377
582	242.4526692
583	242.4189352
584	242.3484999
585	242.3338261
586	242.2794464
587	242.2400629
588	242.2036957
589	242.1381244
590	242.0888375
591	242.0262667
592	242.0209228
593	241.9757188
594	241.9363856
595	241.8871061
596	241.8000541
597	241.7494753
598	241.6807503
599	241.6781959
600	241.6200318
601	241.5625715
602	241.5169605
603	241.4723972
604	241.4128179
605	241.3667216
606	241.33143
607	241.3290016
608	241.2749731
609	241.213849
610	241.1645984
611	241.1198987
612	241.0739478
613	241.0063411
614	240.9667593
615	240.9593803
616	240.9163577
617	240.8852514
618	240.8580459
619	240.8411341
620	240.8339673
621	240.7866328
622	240.736197
623	240.6717403
624	240.6468162
625	240.5945695
626	240.5259691
627	240.4867396
628	240.4308587
629	240.3732171
630	240.304756
631	240.2339148
632	240.1724246
633	240.135417
634	240.1331222
635	240.1230127
636	240.075769
637	240.0680474
638	240.0192428
639	239.9689378
640	239.9060707
641	239.8807554
642	239.7778408
643	239.7036885
644	239.6601657
645	239.6421032
646	239.6088211
647	239.5697651
648	239.5213129
649	239.4798629
650	239.4429206
651	239.4216671
652	239.3869438
653	239.3459164
654	239.2861899
655	239.2205775
656	239.1827622
657	239.1233138
658	239.0801216
659	239.0386649
660	239.036796
661	238.9996676
662	238.9528822
663	238.9128925
664	238.866398
665	238.7980805
666	238.7571229
667	238.7127201
668	238.6719613
669	238.6300723
670	238.5692666
671	238.5636271
672	238.5195015
673	238.4989576
674	238.4613576
675	238.419886
676	238.3697252
677	238.2813168
678	238.2393398
679	238.2114991
680	238.1758266
681	238.1284515
682	238.0870249
683	238.027353
684	237.9941916
685	237.9573815
686	237.9290984
687	237.8887448
688	237.8540976
689	237.8037417
690	237.7622881
691	237.7077935
692	237.6551931
693	237.6218557
694	237.6146525
695	237.5850247
696	237.5524209
697	237.5329649
698	237.4704125
699	237.4410451
700	237.3761371
701	237.3363524
702	237.3032577
703	237.2610067
704	237.2146424
705	237.1819428
706	237.1402428
707	237.1029841
708	237.0552543
709	237.0277883
710	236.975992
711	236.9424281
712	236.9086808
713	236.8686809
714	236.8668486
715	236.865249
716	236.8290494
717	236.8191124
718	236.7866582
719	236.7512406
720	236.7125674
721	236.6701132
722	236.6350334
723	236.5754859
724	236.5316578
725	236.5014241
726	236.4470012
727	236.4099253
728	236.3815112
729	236.3313628
730	236.29507
731	236.2848877
732	236.2421334
733	236.1949179
734	236.1474174
735	236.0872741
736	236.052426
737	236.0018154
738	235.9658352
739	235.9319239
740	235.9015377
741	235.8542046
742	235.8234516
743	235.7920003
744	235.7583391
745	235.7255444
746	235.685552
747	235.653996
748	235.6179579
749	235.5838571
750	235.5354452
751	235.493627
752	235.4226785
753	235.3748073
754	235.3324128
755	235.3026891
756	235.2638638
757	235.2224124
758	235.1699007
759	235.1307684
760	235.0649554
761	235.0279324
762	235.0229942
763	234.9904104
764	234.9641558
765	234.9288693
766	234.8789473
767	234.8532358
768	234.8019959
769	234.7660822
770	234.7092421
771	234.6705951
772	234.626394
773	234.5907101
774	234.5549386
775	234.5534686
776	234.5160026
777	234.4321878
778	234.3768776
779	234.3385746
780	234.3131502
781	234.2781157
782	234.2081835
783	234.1693548
784	234.127473
785	234.0919636
786	234.0452409
787	234.0110257
788	233.9776587
789	233.9376952
790	233.9017929
791	233.8522754
792	233.7787106
793	233.7591954
794	233.7154929
795	233.6841886
796	233.6561255
797	233.6229404
798	233.5943964
799	233.5273048
800	233.5009691
801	233.4457875
802	233.4091771
803	233.3785776
804	233.3499569
805	233.3067724
806	233.2653625
807	233.2390461
808	233.1999011
809	233.1797712
810	233.1556143
811	233.1221708
812	233.0923979
813	233.0715377
814	233.0341901
815	233.0214193
816	232.9932393
817	232.9417714
818	232.9315553
819	232.9015697
820	232.8778926
821	232.8247694
822	232.7944063
823	232.7651486
824	232.7359918
825	232.7087059
826	232.6763726
827	232.6307532
828	232.5869436
829	232.5349909
830	232.5036667
831	232.4693625
832	232.4453725
833	232.4171112
834	232.3738138
835	232.3333868
836	232.2845071
837	232.2655164
838	232.2338039
839	232.190196
840	232.1560074
841	232.1170224
842	232.0863645
843	232.048025
844	232.0143735
845	231.9958707
846	231.9551653
847	231.9207354
848	231.8849722
849	231.8489066
850	231.8219998
851	231.7992272
852	231.761433
853	231.735221
854	231.6967565
855	231.6821653
856	231.6582302
857	231.6352115
858	231.6152003
859	231.5537593
860	231.5287762
861	231.4974732
862	231.4602622
863	231.4255069
864	231.3903301
865	231.3714455
866	231.3377247
867	231.3078278
868	231.2869728
869	231.2575594
870	231.2339906
871	231.2126334
872	231.1838989
873	231.158437
874	231.124217
875	231.0979195
876	231.0719659
877	231.0454002
878	231.0276798
879	230.9690131
880	230.9285207
881	230.8921957
882	230.8653111
883	230.842927
884	230.7977847
885	230.7780503
886	230.7434177
887	230.7167388
888	230.6881515
889	230.6468879
890	230.6098111
891	230.5872577
892	230.5502939
893	230.5271263
894	230.4911984
895	230.4514816
896	230.4224895
897	230.3847303
898	230.3616098
899	230.3500584
900	230.3155608
901	230.2780865
902	230.2410654
903	230.2180634
904	230.195991
905	230.166576
906	230.131639
907	230.0815141
908	230.0552539
909	230.0285967
910	230.0005889
911	229.9809843
912	229.9589618
913	229.9369091
914	229.9285697
915	229.9005597
916	229.8669251
917	229.8648128
918	229.8418918
919	229.8095212
920	229.7718971
921	229.7326891
922	229.7060595
923	229.6830497
924	229.6625866
925	229.6403932
926	229.6054063
927	229.5806893
928	229.5440382
929	229.5136335
930	229.4841612
931	229.4613669
932	229.4396623
933	229.4048249
934	229.3715208
935	229.337171
936	229.3160476
937	229.3003786
938	229.2700761
939	229.2413742
940	229.2124561
941	229.1666774
942	229.1630127
943	229.1236709
944	229.0926138
945	229.0689947
946	229.0481965
947	229.0137858
948	228.9945407
949	228.9591832
950	228.93029
951	228.9078345
952	228.8648187
953	228.8444912
954	228.812555
955	228.7848614
956	228.7589101
957	228.7199873
958	228.698539
959	228.6756963
960	228.6469109
961	228.6376249
962	228.6160027
963	228.5973299
964	228.5916947
965	228.5555286
966	228.5297012
967	228.5121476
968	228.4822919
969	228.4543997
970	228.4350948
971	228.3975997
972	228.3527421
973	228.3056896
974	228.2755793
975	228.2509054
976	228.224135
977	228.1751185
978	228.1417318
979	228.1248212
980	228.1003669
981	228.0805125
982	228.0573128
983	228.0299987
984	228.0093162
985	228.0050692
986	227.956015
987	227.928464
988	227.9062958
989	227.880667
990	227.8718508
991	227.849198
992	227.8341375
993	227.8176949
994	227.7947959
995	227.7835635
996	227.7534803
997	227.7144859
998	227.6932915
999	227.661344
